filename,width,height,class,xmin,ymin,xmax,ymax
IMG_3957.JPG,816,612,can,209,1,775,609
IMG_4130.JPG,816,612,ms coffee cup,84,112,187,233
IMG_4130.JPG,816,612,ms coffee cup,295,83,390,212
IMG_4130.JPG,816,612,ms coffee cup,501,66,815,414
IMG_4130.JPG,816,612,ms coffee cup,505,70,600,191
IMG_4130.JPG,816,612,ms coffee cup top,296,83,390,112
IMG_4130.JPG,816,612,ms coffee cup top,503,69,601,106
IMG_3140.JPG,816,612,can,320,189,522,293
IMG_3140.JPG,816,612,can,427,298,596,438
IMG_3140.JPG,816,612,ms coffee cup,496,98,621,288
IMG_3140.JPG,816,612,napkins,288,330,417,442
IMG_3140.JPG,816,612,milk cover,323,96,503,221
IMG_3140.JPG,816,612,napkins,322,102,464,204
IMG_3140.JPG,816,612,milk cover,379,280,509,402
IMG_3140.JPG,816,612,round dairy tubs,522,249,662,365
IMG_4069.JPG,816,612,plastic container,626,380,776,536
IMG_4069.JPG,816,612,paper bowls,502,1,810,256
IMG_4069.JPG,816,612,ms togo container,157,1,471,312
IMG_4069.JPG,816,612,bowl,220,208,521,608
IMG_3391.JPG,816,612,ms coffee cup,475,115,809,546
IMG_3391.JPG,816,612,napkins,411,1,763,223
IMG_3391.JPG,816,612,napkins,3,1,343,366
IMG_3825.JPG,816,612,milk cover,472,15,717,250
IMG_3825.JPG,816,612,plate,434,111,644,402
IMG_3825.JPG,816,612,can,122,343,375,589
IMG_3825.JPG,816,612,milk_carton,1,84,281,344
IMG_3825.JPG,816,612,can,252,225,412,428
IMG_3825.JPG,816,612,can,377,298,518,427
IMG_3825.JPG,816,612,napkins,217,1,399,281
IMG_3825.JPG,816,612,compost_cup,1,2,280,158
IMG_3825.JPG,816,612,can,519,1,672,90
IMG_3825.JPG,816,612,wrappers,342,433,478,507
IMG_3825.JPG,816,612,compost_cup,326,415,495,607
IMG_3400.JPG,816,612,can,97,257,776,612
IMG_3400.JPG,816,612,can,228,86,634,430
IMG_3400.JPG,816,612,can,139,52,367,261
IMG_3400.JPG,816,612,napkins,1,41,168,227
IMG_3400.JPG,816,612,can,1,409,154,612
IMG_4067.JPG,816,612,ms salad bowl,406,1,816,461
IMG_3960.JPG,816,612,can,180,384,422,565
IMG_3343.JPG,816,612,utensils,130,35,334,612
IMG_3343.JPG,816,612,utensils,87,1,283,198
IMG_3343.JPG,816,612,ms coffee cup,2,218,280,612
IMG_3343.JPG,816,612,plate,91,2,816,609
IMG_3343.JPG,816,612,napkins,2,1,92,233
IMG_3343.JPG,816,612,ms coffee cup top,1,226,276,467
IMG_3554.JPG,816,612,can,225,83,640,291
IMG_3554.JPG,816,612,can,467,229,708,406
IMG_3554.JPG,816,612,can,581,392,804,606
IMG_4003.JPG,816,612,can,408,346,549,536
IMG_4003.JPG,816,612,can,309,216,430,380
IMG_4003.JPG,816,612,milk cover,181,108,341,361
IMG_4003.JPG,816,612,milk_carton,419,497,613,611
IMG_4186.JPG,816,612,ms coffee cup top,493,99,816,319
IMG_4186.JPG,816,612,ms coffee cup,451,97,816,514
IMG_4186.JPG,816,612,utensils,251,185,412,434
IMG_3723.JPG,816,612,straws,681,18,784,361
IMG_3723.JPG,816,612,wrappers,400,195,483,354
IMG_3176.JPG,816,612,wrappers,59,0,379,605
IMG_3176.JPG,816,612,wrappers,534,0,693,606
IMG_3176.JPG,816,612,wrappers,458,0,545,608
IMG_3195.JPG,816,612,can,30,178,730,612
IMG_3195.JPG,816,612,can,29,0,639,245
IMG_3195.JPG,816,612,can,55,167,553,267
IMG_3962.JPG,816,612,can,335,337,566,541
IMG_3340.JPG,816,612,ms coffee cup,248,31,559,271
IMG_3340.JPG,816,612,ms togo container,2,2,332,612
IMG_3340.JPG,816,612,napkins,486,121,816,585
IMG_3340.JPG,816,612,plate,480,1,816,498
IMG_3340.JPG,816,612,ms togo container,80,2,499,481
IMG_3340.JPG,816,612,napkins,53,352,399,565
IMG_3340.JPG,816,612,napkins,328,294,608,610
IMG_3217.JPG,816,612,ms coffee cup,1,82,535,612
IMG_3217.JPG,816,612,wrappers,639,468,816,602
IMG_3217.JPG,816,612,plate,742,138,816,540
IMG_3217.JPG,816,612,utensils,511,0,699,175
IMG_3428.JPG,816,612,bowl,275,0,603,604
IMG_3428.JPG,816,612,compost_cup,445,146,717,596
IMG_3788.JPG,612,612,milk cover,197,111,373,441
IMG_3788.JPG,612,612,milk cover,471,158,612,591
IMG_3788.JPG,612,612,can,362,84,612,261
IMG_3788.JPG,612,612,compost_cup,1,284,214,540
IMG_3788.JPG,612,612,utensils,1,91,222,368
IMG_3788.JPG,612,612,can,71,101,207,303
IMG_3788.JPG,612,612,milk_carton,309,282,486,573
IMG_3788.JPG,612,612,utensils,186,40,251,123
IMG_3788.JPG,612,612,utensils,25,114,82,252
IMG_4207.JPG,816,612,ms coffee cup,327,224,706,500
IMG_4207.JPG,816,612,ms coffee cup top,318,481,570,612
IMG_4207.JPG,816,612,straws,245,311,370,612
IMG_4207.JPG,816,612,straws,256,439,336,612
IMG_4207.JPG,816,612,can,102,441,273,551
IMG_4207.JPG,816,612,ms salad bowl,83,1,372,230
IMG_4207.JPG,816,612,ms togo container,1,23,267,607
IMG_4207.JPG,816,612,paper bowls,1,3,86,135
IMG_4207.JPG,816,612,utensils,37,183,58,300
IMG_4175.JPG,816,612,utensils,552,75,816,350
IMG_4175.JPG,816,612,paper bowls,1,453,171,612
IMG_4175.JPG,816,612,utensils,165,377,218,517
IMG_4175.JPG,816,612,bowl,1,53,204,468
IMG_3777.JPG,816,612,plastic container,111,81,433,397
IMG_3777.JPG,816,612,ms coffee cup,7,217,323,529
IMG_3777.JPG,816,612,ms coffee cup,332,320,648,608
IMG_4140.JPG,816,612,ms salad bowl,205,117,744,612
IMG_4140.JPG,816,612,milk_carton,272,515,459,612
IMG_4140.JPG,816,612,plate,228,1,691,149
IMG_3815.JPG,816,612,wrappers,418,15,814,323
IMG_3815.JPG,816,612,wrappers,427,164,813,575
IMG_3815.JPG,816,612,wrappers,87,335,549,605
IMG_3815.JPG,816,612,napkins,130,289,315,505
IMG_4191.JPG,816,612,utensils,529,471,816,537
IMG_4191.JPG,816,612,ms coffee cup,385,298,720,537
IMG_4191.JPG,816,612,ms coffee cup top,388,299,515,511
IMG_4191.JPG,816,612,napkins,394,75,767,335
IMG_4191.JPG,816,612,chop sticks,118,44,125,123
IMG_4191.JPG,816,612,milk cover,120,474,206,585
IMG_4191.JPG,816,612,compost_cup,129,375,234,483
IMG_4191.JPG,816,612,compost_cup,235,507,446,612
IMG_4191.JPG,816,612,paper bowls,48,342,139,420
IMG_4191.JPG,816,612,napkins,101,335,168,423
IMG_4191.JPG,816,612,compost_cup,22,260,134,333
IMG_4191.JPG,816,612,compost_cup,30,197,110,279
IMG_4191.JPG,816,612,paper bowls,37,221,98,267
IMG_4132.JPG,816,612,chop sticks,353,2,537,62
IMG_4132.JPG,816,612,compost_cup,1,95,91,226
IMG_4132.JPG,816,612,napkins,1,396,165,538
IMG_3398.JPG,816,612,ms coffee cup,256,2,816,471
IMG_3398.JPG,816,612,napkins,1,46,437,577
IMG_3398.JPG,816,612,napkins,315,462,720,612
IMG_3398.JPG,816,612,ms coffee stick,72,1,332,610
IMG_3398.JPG,816,612,compost_cup,1,290,398,609
IMG_3345.JPG,816,612,can,6,267,672,612
IMG_3345.JPG,816,612,compost_cup,174,252,746,612
IMG_4052.JPG,816,612,ms salad bowl,2,1,357,278
IMG_3992.JPG,816,612,milk_carton,118,278,618,612
IMG_3992.JPG,816,612,milk cover,48,162,145,350
IMG_3992.JPG,816,612,can,140,232,275,319
IMG_3969.JPG,816,612,can,132,227,275,300
IMG_3969.JPG,816,612,can,156,350,263,546
IMG_4042.JPG,816,612,plastic container,213,260,580,609
IMG_4042.JPG,816,612,plastic container,253,1,479,291
IMG_4042.JPG,816,612,paper bowls,1,2,290,359
IMG_4024.JPG,816,612,compost_cup,207,188,526,475
IMG_3737.JPG,816,612,ms coffee cup,617,293,815,531
IMG_3737.JPG,816,612,ms chip bag,240,385,766,609
IMG_3737.JPG,816,612,plate,359,1,772,271
IMG_3737.JPG,816,612,napkins,250,185,816,481
IMG_3121.JPG,816,612,ms coffee cup,223,97,500,295
IMG_3121.JPG,816,612,plate,133,154,416,499
IMG_3121.JPG,816,612,plate,410,99,567,443
IMG_3386.JPG,816,612,can,0,0,330,438
IMG_3386.JPG,816,612,compost_cup,220,2,688,472
IMG_3386.JPG,816,612,can,315,303,803,570
IMG_3386.JPG,816,612,napkins,684,149,816,356
IMG_3947.JPG,816,612,can,69,179,452,612
IMG_3457.JPG,816,612,compost_cup,8,181,496,507
IMG_3457.JPG,816,612,compost_cup,133,176,589,487
IMG_3457.JPG,816,612,compost_cup,353,1,702,118
IMG_3457.JPG,816,612,straws,1,307,536,520
IMG_3457.JPG,816,612,straws,5,244,347,390
IMG_3457.JPG,816,612,napkins,293,96,660,258
IMG_3457.JPG,816,612,ms salad bowl,372,65,816,523
IMG_3457.JPG,816,612,bowl,313,392,771,612
IMG_3783.JPG,816,612,ms coffee cup,2,438,236,612
IMG_3783.JPG,816,612,milk cover,278,272,487,398
IMG_3783.JPG,816,612,napkins,148,276,298,421
IMG_3771.JPG,816,612,utensils,245,187,363,479
IMG_3771.JPG,816,612,napkins,290,105,627,415
IMG_3771.JPG,816,612,napkins,705,214,816,345
IMG_3771.JPG,816,612,napkins,29,288,287,612
IMG_3771.JPG,816,612,plate,438,341,816,612
IMG_4211.JPG,816,612,ms coffee cup top,251,239,686,612
IMG_4211.JPG,816,612,ms coffee cup,348,1,734,111
IMG_3465.JPG,816,612,can,1,1,323,479
IMG_3465.JPG,816,612,can,545,334,720,565
IMG_3465.JPG,816,612,can,609,172,816,443
IMG_3465.JPG,816,612,can,268,66,483,281
IMG_3465.JPG,816,612,can,374,172,624,331
IMG_3465.JPG,816,612,can,200,276,417,471
IMG_3465.JPG,816,612,can,33,453,387,610
IMG_3465.JPG,816,612,milk cover,376,295,578,612
IMG_4014.JPG,816,612,milk_carton,342,146,720,444
IMG_4014.JPG,816,612,milk cover,1,157,320,611
IMG_4014.JPG,816,612,can,231,335,564,578
IMG_3938.JPG,816,612,can,287,202,710,612
IMG_4167.JPG,816,612,bowl,115,11,816,612
IMG_3700.JPG,816,612,compost_cup,18,65,289,367
IMG_3700.JPG,816,612,straws,145,175,405,559
IMG_3700.JPG,816,612,ms coffee cup top,67,137,350,403
IMG_3700.JPG,816,612,napkins,57,262,537,561
IMG_3700.JPG,816,612,ms coffee cup,176,1,428,145
IMG_3700.JPG,816,612,ms coffee cup top,198,1,417,112
IMG_4053.JPG,816,612,ms salad bowl,274,162,619,515
IMG_4053.JPG,816,612,napkins,403,510,574,612
IMG_3764.JPG,816,612,ms togo container,235,1,680,246
IMG_3764.JPG,816,612,utensils,641,63,758,105
IMG_3764.JPG,816,612,napkins,640,298,777,450
IMG_3764.JPG,816,612,napkins,282,220,429,372
IMG_3764.JPG,816,612,paper bowls,636,74,707,219
IMG_4171.JPG,816,612,milk_carton,75,263,379,517
IMG_3715.JPG,816,612,ms coffee cup,443,306,722,612
IMG_3715.JPG,816,612,ms coffee cup top,445,314,723,510
IMG_3715.JPG,816,612,ms chip bag,187,172,454,569
IMG_3715.JPG,816,612,napkins,261,216,441,370
IMG_3715.JPG,816,612,chop sticks,211,63,452,237
IMG_3997.JPG,816,612,milk_carton,144,203,584,558
IMG_3154.JPG,816,612,napkins,270,192,499,605
IMG_3154.JPG,816,612,ms coffee cup,442,0,683,134
IMG_3696.JPG,816,612,compost_cup,212,113,482,404
IMG_3696.JPG,816,612,bowl,420,71,642,326
IMG_3696.JPG,816,612,utensils,637,172,733,406
IMG_3696.JPG,816,612,compost_cup,482,201,634,427
IMG_3167.JPG,816,612,napkins,401,39,568,396
IMG_3167.JPG,816,612,wrappers,495,187,605,291
IMG_4065.JPG,816,612,ms salad bowl,227,284,625,605
IMG_3668.JPG,816,612,plastic container,102,315,274,479
IMG_3668.JPG,816,612,plastic container,449,318,596,478
IMG_3668.JPG,816,612,plate,167,1,729,329
IMG_3668.JPG,816,612,utensils,565,100,759,572
IMG_4183.JPG,816,612,ms coffee cup,134,107,495,593
IMG_4183.JPG,816,612,ms coffee cup top,135,108,494,287
IMG_4017.JPG,816,612,can,230,123,379,303
IMG_4017.JPG,816,612,can,358,240,480,367
IMG_4017.JPG,816,612,milk_carton,300,91,421,230
IMG_4017.JPG,816,612,milk_carton,351,328,493,517
IMG_4017.JPG,816,612,milk cover,411,374,604,610
IMG_3174.JPG,816,612,compost_cup,3,193,526,612
IMG_4187.JPG,816,612,utensils,541,453,606,597
IMG_4187.JPG,816,612,ms coffee cup,248,212,679,612
IMG_4187.JPG,816,612,ms coffee cup top,250,370,485,612
IMG_3951.JPG,816,612,can,164,113,651,612
IMG_3776.JPG,816,612,plastic container,299,314,459,472
IMG_3776.JPG,816,612,wrappers,1,7,385,491
IMG_3330.JPG,816,612,compost_cup,204,176,438,475
IMG_3330.JPG,816,612,can,454,446,623,612
IMG_3330.JPG,816,612,can,597,313,816,569
IMG_3330.JPG,816,612,compost_cup,537,61,794,329
IMG_3330.JPG,816,612,can,304,1,598,181
IMG_3330.JPG,816,612,can,190,1,433,268
IMG_3330.JPG,816,612,napkins,406,132,564,438
IMG_3330.JPG,816,612,milk cover,264,385,563,489
IMG_3330.JPG,816,612,can,27,293,375,611
IMG_3330.JPG,816,612,napkins,1,1,263,488
IMG_3975.JPG,816,612,milk cover,44,214,746,539
IMG_3975.JPG,816,612,can,259,238,418,293
IMG_3595.JPG,816,612,napkins,144,97,507,441
IMG_3595.JPG,816,612,compost_cup,104,460,325,610
IMG_3595.JPG,816,612,ms coffee cup top,71,348,293,551
IMG_3595.JPG,816,612,ms coffee cup,2,59,111,357
IMG_3595.JPG,816,612,plate,285,418,419,574
IMG_4137.JPG,816,612,ms salad bowl,1,156,459,608
IMG_4137.JPG,816,612,plate,1,1,335,318
IMG_3577.JPG,816,612,ms coffee cup,133,2,551,329
IMG_3577.JPG,816,612,ms coffee cup top,107,292,490,610
IMG_3577.JPG,816,612,ms coffee cup top,131,0,551,291
IMG_3413.JPG,816,612,round dairy tubs,41,1,303,158
IMG_3413.JPG,816,612,milk_carton,304,1,534,95
IMG_3413.JPG,816,612,wrappers,525,1,678,66
IMG_3413.JPG,816,612,wrappers,508,503,635,598
IMG_3444.JPG,816,612,napkins,383,268,715,606
IMG_3444.JPG,816,612,napkins,11,382,292,612
IMG_3444.JPG,816,612,napkins,119,136,406,504
IMG_3444.JPG,816,612,napkins,257,340,436,612
IMG_3444.JPG,816,612,ms coffee cup,255,1,510,351
IMG_3444.JPG,816,612,ms coffee cup top,421,1,808,329
IMG_3585.JPG,816,612,compost_cup,292,0,706,341
IMG_3585.JPG,816,612,plate,608,0,814,527
IMG_3585.JPG,816,612,ms coffee cup top,167,262,392,500
IMG_3585.JPG,816,612,napkins,21,2,460,272
IMG_3585.JPG,816,612,utensils,383,13,487,145
IMG_3585.JPG,816,612,plate,149,0,656,413
IMG_3728.JPG,816,612,compost_cup,483,1,727,305
IMG_3728.JPG,816,612,compost_cup,206,330,443,561
IMG_3728.JPG,816,612,ms togo container,610,130,816,586
IMG_3754.JPG,816,612,ms chip bag,1,53,388,348
IMG_3754.JPG,816,612,compost_cup,53,340,353,594
IMG_3754.JPG,816,612,napkins,41,33,492,435
IMG_3754.JPG,816,612,ms salad bowl,300,355,547,610
IMG_3754.JPG,816,612,plastic container,457,315,579,431
IMG_3754.JPG,816,612,napkins,495,196,602,287
IMG_3754.JPG,816,612,ms coffee cup,441,91,585,257
IMG_3466.JPG,816,612,wrappers,1,172,394,612
IMG_3466.JPG,816,612,wrappers,314,244,782,612
IMG_3363.JPG,816,612,can,3,296,551,612
IMG_3363.JPG,816,612,can,339,200,704,605
IMG_3363.JPG,816,612,ms coffee cup,486,393,816,610
IMG_3363.JPG,816,612,ms coffee cup,4,50,333,370
IMG_3363.JPG,816,612,milk_carton,77,2,438,278
IMG_3363.JPG,816,612,napkins,321,2,607,201
IMG_3363.JPG,816,612,can,567,109,816,470
IMG_3717.JPG,816,612,paper bowls,36,266,512,605
IMG_3717.JPG,816,612,plastic container,438,28,811,612
IMG_4170.JPG,816,612,ms salad bowl,135,196,633,592
IMG_3593.JPG,816,612,milk_carton,83,74,506,371
IMG_3593.JPG,816,612,can,573,67,811,434
IMG_3593.JPG,816,612,can,455,161,626,497
IMG_3593.JPG,816,612,can,381,476,520,608
IMG_3593.JPG,816,612,can,1,217,223,612
IMG_3593.JPG,816,612,wrappers,37,148,428,608
IMG_3722.JPG,816,612,wrappers,388,218,816,612
IMG_3722.JPG,816,612,compost_cup,142,441,305,610
IMG_3722.JPG,816,612,compost_cup,447,308,742,612
IMG_3722.JPG,816,612,straws,577,370,621,612
IMG_4051.JPG,816,612,paper bowls,215,382,437,583
IMG_4051.JPG,816,612,milk_carton,496,245,700,419
IMG_4051.JPG,816,612,utensils,491,67,569,402
IMG_4051.JPG,816,612,utensils,264,145,522,200
IMG_4051.JPG,816,612,utensils,247,83,459,222
IMG_4051.JPG,816,612,ms togo container,1,112,243,433
IMG_4051.JPG,816,612,can,272,293,449,388
IMG_4051.JPG,816,612,bowl,5,417,207,609
IMG_3748.JPG,816,612,napkins,205,19,737,370
IMG_3748.JPG,816,612,can,528,142,807,611
IMG_3748.JPG,816,612,can,315,256,557,523
IMG_3706.JPG,816,612,can,73,273,279,522
IMG_3706.JPG,816,612,straws,110,1,530,226
IMG_3706.JPG,816,612,ms togo container,170,1,669,306
IMG_3706.JPG,816,612,can,239,261,462,397
IMG_4118.JPG,816,612,utensils,238,231,726,443
IMG_4118.JPG,816,612,utensils,78,1,189,107
IMG_4118.JPG,816,612,can,1,273,326,476
IMG_4118.JPG,816,612,napkins,267,10,816,611
IMG_3942.JPG,816,612,can,324,182,615,579
IMG_3702.JPG,816,612,bowl,311,89,631,579
IMG_3702.JPG,816,612,ms salad bowl,22,164,350,418
IMG_3702.JPG,816,612,ms togo container,1,1,319,336
IMG_3702.JPG,816,612,napkins,401,1,759,142
IMG_3702.JPG,816,612,plastic container,527,111,814,507
IMG_4131.JPG,816,612,utensils,353,301,658,513
IMG_4131.JPG,816,612,ms togo container,46,417,328,612
IMG_4131.JPG,816,612,plate,1,207,171,496
IMG_4131.JPG,816,612,plate,18,68,136,237
IMG_3675.JPG,816,612,ms salad bowl,204,286,698,607
IMG_3675.JPG,816,612,plastic container,221,70,360,251
IMG_4056.JPG,816,612,ms coffee cup,352,1,557,115
IMG_4056.JPG,816,612,ms coffee cup,200,95,334,195
IMG_4056.JPG,816,612,ms salad bowl,34,164,681,612
IMG_4205.JPG,816,612,ms coffee cup top,163,262,435,606
IMG_4205.JPG,816,612,ms coffee cup,116,69,476,326
IMG_4205.JPG,816,612,can,1,324,183,420
IMG_4205.JPG,816,612,ms togo container,1,2,163,323
IMG_3524.JPG,816,612,compost_cup,131,1,420,347
IMG_3524.JPG,816,612,plate,414,2,806,372
IMG_3524.JPG,816,612,ms togo container,1,102,277,518
IMG_3524.JPG,816,612,compost_cup,272,289,562,451
IMG_4174.JPG,816,612,napkins,239,357,816,611
IMG_4174.JPG,816,612,ms salad bowl,1,53,455,451
IMG_4174.JPG,816,612,ms togo container,1,158,239,601
IMG_3525.JPG,816,612,plate,276,12,615,398
IMG_3525.JPG,816,612,compost_cup,192,367,471,609
IMG_3525.JPG,816,612,ms coffee cup,2,414,206,563
IMG_3525.JPG,816,612,plate,1,1,298,113
IMG_3525.JPG,816,612,napkins,63,16,385,171
IMG_3525.JPG,816,612,ms togo container,204,510,543,610
IMG_3336.JPG,816,612,napkins,0,6,406,597
IMG_3336.JPG,816,612,milk cover,408,259,570,612
IMG_3336.JPG,816,612,wrappers,1,173,328,612
IMG_3793.JPG,816,612,milk_carton,263,65,432,302
IMG_3793.JPG,816,612,milk_carton,426,45,574,255
IMG_3793.JPG,816,612,milk_carton,599,215,789,383
IMG_3793.JPG,816,612,milk_carton,711,4,813,188
IMG_3690.JPG,816,612,ms togo container,293,1,593,260
IMG_3690.JPG,816,612,utensils,241,249,470,534
IMG_3690.JPG,816,612,compost_cup,304,184,462,403
IMG_3690.JPG,816,612,plate,2,1,337,441
IMG_3690.JPG,816,612,ms salad bowl,1,338,244,607
IMG_3423.JPG,816,612,ms coffee cup,232,206,520,446
IMG_3423.JPG,816,612,napkins,3,303,426,612
IMG_3423.JPG,816,612,compost_cup,1,121,188,488
IMG_3774.JPG,816,612,plastic container,25,159,561,612
IMG_3774.JPG,816,612,ms coffee cup,444,373,758,612
IMG_3774.JPG,816,612,ms coffee cup,1,343,125,612
IMG_3774.JPG,816,612,napkins,251,1,666,93
IMG_3774.JPG,816,612,ms chip bag,75,56,530,288
IMG_3774.JPG,816,612,ms coffee cup top,442,377,608,576
IMG_3809.JPG,816,612,can,214,17,545,397
IMG_3809.JPG,816,612,napkins,4,1,282,191
IMG_3809.JPG,816,612,napkins,235,1,815,552
IMG_4201.JPG,816,612,compost_cup,643,8,768,120
IMG_4201.JPG,816,612,can,500,1,589,75
IMG_4201.JPG,816,612,milk cover,614,1,671,90
IMG_4201.JPG,816,612,plate,420,90,590,185
IMG_4201.JPG,816,612,bowl,187,77,437,240
IMG_4201.JPG,816,612,paper bowls,102,77,216,204
IMG_4201.JPG,816,612,paper bowls,341,1,468,102
IMG_4201.JPG,816,612,milk_carton,242,30,314,105
IMG_4201.JPG,816,612,can,143,1,237,110
IMG_4201.JPG,816,612,utensils,97,440,240,558
IMG_4201.JPG,816,612,ms coffee cup,204,258,459,495
IMG_4201.JPG,816,612,ms coffee cup top,335,258,459,406
IMG_4201.JPG,816,612,napkins,280,299,695,612
IMG_4201.JPG,816,612,ms salad bowl,1,229,101,507
IMG_4201.JPG,816,612,ms togo container,1,175,167,356
IMG_4201.JPG,816,612,utensils,1,135,107,180
IMG_3963.JPG,816,612,can,1,253,233,387
IMG_4196.JPG,816,612,compost_cup,425,164,734,493
IMG_4196.JPG,816,612,milk cover,273,162,520,455
IMG_4196.JPG,816,612,can,133,262,352,464
IMG_4196.JPG,816,612,plastic container,117,415,218,529
IMG_4196.JPG,816,612,utensils,345,397,404,559
IMG_3364.JPG,816,612,ms coffee cup,0,53,297,612
IMG_3364.JPG,816,612,can,148,451,341,612
IMG_3172.JPG,816,612,napkins,7,170,346,487
IMG_3172.JPG,816,612,napkins,355,211,816,484
IMG_3172.JPG,816,612,napkins,289,85,579,266
IMG_3172.JPG,816,612,ms coffee cup,575,105,610,180
IMG_3172.JPG,816,612,napkins,595,125,697,260
IMG_3155.JPG,816,612,napkins,420,271,540,528
IMG_3155.JPG,816,612,napkins,277,336,455,478
IMG_3155.JPG,816,612,napkins,167,137,478,367
IMG_3983.JPG,816,612,can,287,263,447,384
IMG_3983.JPG,816,612,can,408,443,520,611
IMG_3983.JPG,816,612,milk cover,170,198,294,465
IMG_3713.JPG,816,612,ms togo container,33,139,735,609
IMG_3713.JPG,816,612,ms togo container,560,131,815,510
IMG_4139.JPG,816,612,milk_carton,31,205,361,607
IMG_4139.JPG,816,612,plate,388,1,780,151
IMG_4139.JPG,816,612,ms salad bowl,194,2,758,387
IMG_3126.JPG,816,612,can,238,130,455,437
IMG_3126.JPG,816,612,milk cover,389,217,595,466
IMG_3126.JPG,816,612,milk_carton,14,105,270,274
IMG_3126.JPG,816,612,can,177,21,396,150
IMG_3126.JPG,816,612,can,570,189,697,432
IMG_3126.JPG,816,612,ms coffee cup,536,49,714,241
IMG_3126.JPG,816,612,napkins,440,1,655,231
IMG_3126.JPG,816,612,napkins,241,371,685,610
IMG_3126.JPG,816,612,can,365,1,596,135
IMG_4005.JPG,816,612,can,364,200,433,331
IMG_4005.JPG,816,612,can,300,69,413,193
IMG_4005.JPG,816,612,milk_carton,206,340,489,612
IMG_4005.JPG,816,612,milk_carton,283,319,440,365
IMG_4005.JPG,816,612,milk cover,209,4,314,185
IMG_4073.JPG,816,612,paper bowls,361,155,640,413
IMG_4073.JPG,816,612,compost_cup,274,121,514,335
IMG_4073.JPG,816,612,napkins,728,220,815,476
IMG_3573.JPG,816,612,ms coffee cup,458,183,680,444
IMG_3573.JPG,816,612,compost_cup,389,173,566,406
IMG_3573.JPG,816,612,napkins,441,391,613,523
IMG_4115.JPG,816,612,ms coffee cup,249,175,774,612
IMG_4115.JPG,816,612,ms coffee cup,1,189,220,348
IMG_4115.JPG,816,612,ms coffee cup,7,519,219,611
IMG_4115.JPG,816,612,ms coffee cup top,1,189,68,350
IMG_4115.JPG,816,612,ms salad bowl,1,436,128,568
IMG_3339.JPG,816,612,utensils,2,210,485,459
IMG_3339.JPG,816,612,ms coffee cup,308,78,801,541
IMG_3339.JPG,816,612,napkins,384,173,742,527
IMG_3339.JPG,816,612,compost_cup,431,473,816,611
IMG_3339.JPG,816,612,napkins,1,386,132,570
IMG_3339.JPG,816,612,chop sticks,7,10,279,253
IMG_3987.JPG,816,612,can,227,292,353,382
IMG_3987.JPG,816,612,can,313,424,395,502
IMG_3987.JPG,816,612,milk cover,145,233,235,418
IMG_3987.JPG,816,612,milk_carton,303,424,561,609
IMG_3812.JPG,816,612,can,1,1,333,272
IMG_3812.JPG,816,612,can,547,1,816,236
IMG_3602.JPG,816,612,ms coffee cup,477,248,762,468
IMG_3602.JPG,816,612,ms coffee cup,360,250,573,480
IMG_3602.JPG,816,612,ms coffee cup,51,291,365,543
IMG_3602.JPG,816,612,utensils,2,304,230,410
IMG_3602.JPG,816,612,napkins,398,456,597,534
IMG_3602.JPG,816,612,napkins,645,170,765,293
IMG_3816.JPG,816,612,ms coffee cup,259,78,613,394
IMG_3816.JPG,816,612,ms coffee cup,213,342,532,611
IMG_3816.JPG,816,612,ms coffee cup,1,53,94,444
IMG_3816.JPG,816,612,ms coffee cup top,1,329,94,444
IMG_3816.JPG,816,612,napkins,87,136,409,413
IMG_3816.JPG,816,612,wrappers,527,512,657,612
IMG_4163.JPG,816,612,bowl,1,78,768,612
IMG_4112.JPG,816,612,ms coffee cup,381,275,729,533
IMG_4112.JPG,816,612,ms coffee cup,199,19,406,197
IMG_4112.JPG,816,612,ms coffee cup,127,369,334,516
IMG_4112.JPG,816,612,ms salad bowl,37,300,226,424
IMG_3580.JPG,816,612,ms coffee cup,1,93,494,603
IMG_3580.JPG,816,612,round dairy tubs,1,1,171,146
IMG_3580.JPG,816,612,wrappers,133,82,407,155
IMG_3743.JPG,816,612,napkins,99,262,499,612
IMG_3743.JPG,816,612,napkins,525,261,637,374
IMG_3743.JPG,816,612,napkins,461,197,646,338
IMG_3337.JPG,816,612,bowl,338,2,770,548
IMG_3337.JPG,816,612,napkins,1,1,375,607
IMG_3337.JPG,816,612,ms coffee cup top,710,80,815,299
IMG_4114.JPG,816,612,ms coffee cup,272,276,551,568
IMG_4114.JPG,816,612,ms coffee cup,1,210,176,349
IMG_4114.JPG,816,612,ms coffee cup,16,1,232,66
IMG_4114.JPG,816,612,ms coffee cup,1,538,155,612
IMG_4123.JPG,816,612,ms salad bowl,552,349,802,612
IMG_4123.JPG,816,612,paper bowls,62,455,206,612
IMG_4123.JPG,816,612,milk_carton,3,434,103,517
IMG_4123.JPG,816,612,paper bowls,1,242,69,384
IMG_4123.JPG,816,612,bowl,53,183,233,448
IMG_4123.JPG,816,612,can,1,147,38,246
IMG_4123.JPG,816,612,milk cover,1,61,55,139
IMG_3440.JPG,816,612,can,232,29,402,232
IMG_3440.JPG,816,612,can,343,1,479,152
IMG_3440.JPG,816,612,can,541,336,675,448
IMG_3440.JPG,816,612,milk cover,723,220,814,433
IMG_3440.JPG,816,612,milk cover,427,2,512,172
IMG_3440.JPG,816,612,utensils,236,205,378,272
